term,polarity,language
機動力,positive,ja
機能,positive,ja
機能強化,positive,ja
機能性,positive,ja
機能美,positive,ja
機敏,positive,ja
気さく,positive,ja
気炎,positive,ja
気概,positive,ja
気楽,positive,ja
気軽,positive,ja
気構え,positive,ja
気合,positive,ja
気合い,positive,ja
気骨,positive,ja
気持ち,positive,ja
気持ちよさ,positive,ja
気持ち良さ,positive,ja
気丈,positive,ja
気勢,positive,ja
気迫,positive,ja
気品,positive,ja
気風,positive,ja
気分一新,positive,ja
気分転換,positive,ja
気密性,positive,ja
気力,positive,ja
季節感,positive,ja
紀律,positive,ja
規模,positive,ja
規律,positive,ja
記憶容量,positive,ja
記憶力,positive,ja
記念品,positive,ja
記録,positive,ja
貴意,positive,ja
貴重,positive,ja
起源,positive,ja
起死回生,positive,ja
輝き,positive,ja
鬼に金棒,positive,ja
鬼才,positive,ja
技,positive,ja
技あり,positive,ja
技巧,positive,ja
技術,positive,ja
技術向上,positive,ja
技術者,positive,ja
技術力,positive,ja
技能,positive,ja
技量,positive,ja
義援,positive,ja
義賊,positive,ja
義勇,positive,ja
義理人情,positive,ja
吉,positive,ja
吉事,positive,ja
吉祥,positive,ja
吉相,positive,ja
吉兆,positive,ja
吉日,positive,ja
吉報,positive,ja
脚線美,positive,ja
脚力,positive,ja
逆転勝利,positive,ja
休憩,positive,ja
吸収性,positive,ja
救い,positive,ja
救済措置,positive,ja
救出,positive,ja
救助,positive,ja
求心力,positive,ja
球威,positive,ja
球速,positive,ja
旧恩,positive,ja
居住性,positive,ja
巨匠,positive,ja
拠り所,positive,ja
許容,positive,ja
漁獲量,positive,ja
漁況,positive,ja
享受,positive,ja
競争力,positive,ja
共感,positive,ja
共存共栄,positive,ja
共通認識,positive,ja
共通理解,positive,ja
協調性,positive,ja
協力,positive,ja
協力者,positive,ja
強さ,positive,ja
強み,positive,ja
強運,positive,ja
強健,positive,ja
強固,positive,ja
強剛,positive,ja
強豪,positive,ja
強豪・強剛,positive,ja
強者,positive,ja
強壮,positive,ja
強大,positive,ja
強度,positive,ja
強力,positive,ja
強靱,positive,ja
恐れなし,positive,ja
恭賀,positive,ja
恭敬,positive,ja
恭順,positive,ja
教育改革,positive,ja
教養,positive,ja
狂喜,positive,ja
興国,positive,ja
興味,positive,ja
興味関心,positive,ja
興隆,positive,ja
郷愁,positive,ja
郷土愛,positive,ja
驚き,positive,ja
驚喜,positive,ja
業績,positive,ja
曲線美,positive,ja
極意,positive,ja
極楽往生,positive,ja
極上,positive,ja
玉の緒,positive,ja
玉石,positive,ja
勤勉,positive,ja
勤労意欲,positive,ja
欣快,positive,ja
欣喜,positive,ja
欣喜雀躍,positive,ja
欣幸,positive,ja
禁煙,positive,ja
筋肉,positive,ja
筋力,positive,ja
緊迫感,positive,ja
謹賀,positive,ja
近代化,positive,ja
金,positive,ja
金の卵,positive,ja
金メダル,positive,ja
金一封,positive,ja
金運,positive,ja
金回り,positive,ja
金銀,positive,ja
金剛力,positive,ja
金銭力,positive,ja
金甌無欠,positive,ja
駆動力,positive,ja
具体性,positive,ja
空き,positive,ja
空間,positive,ja
空想,positive,ja
屈強,positive,ja
屈指,positive,ja
掘り出し物,positive,ja
勲章,positive,ja
君恩,positive,ja
薫り,positive,ja
軍事力,positive,ja
軍神,positive,ja
形式美,positive,ja
形質,positive,ja
形成,positive,ja
恵み,positive,ja
慶賀,positive,ja
慶事,positive,ja
慶祝,positive,ja
携帯性,positive,ja
敬意,positive,ja
敬仰,positive,ja
敬神,positive,ja
景観,positive,ja
景気,positive,ja
景気回復,positive,ja
景気対策,positive,ja
景仰,positive,ja
景勝,positive,ja
景色,positive,ja
景品,positive,ja
経営能力,positive,ja
経済活性化,positive,ja
経済活力,positive,ja
経済効果,positive,ja
経済効率,positive,ja
経済合理性,positive,ja
経済性,positive,ja
経済成長,positive,ja
経済政策,positive,ja
経済的利益,positive,ja
経済発展,positive,ja
経済力,positive,ja
継続性,positive,ja
継続的改善,positive,ja
繋がり,positive,ja
計算力,positive,ja
軽さ,positive,ja
軽め,positive,ja
軽やか,positive,ja
軽易,positive,ja
軽快,positive,ja
軽快さ,positive,ja
軽軽,positive,ja
軽減,positive,ja
軽度,positive,ja
軽便,positive,ja
軽妙,positive,ja
軽量,positive,ja
軽労働,positive,ja
芸域,positive,ja
芸術,positive,ja
芸術性,positive,ja
芸達者,positive,ja
芸能,positive,ja
激安,positive,ja
激情,positive,ja
激甚,positive,ja
激闘,positive,ja
激励,positive,ja
傑作,positive,ja
傑人,positive,ja
傑物,positive,ja
決まり手,positive,ja
決め手,positive,ja
決勝ゴール,positive,ja
決勝点,positive,ja
決断力,positive,ja
決定力,positive,ja
潔さ,positive,ja
潔白,positive,ja
結果オーライ,positive,ja
結構,positive,ja
結構ずくめ,positive,ja
結婚,positive,ja
結婚披露宴,positive,ja
血気盛ん,positive,ja
血行,positive,ja
健やか,positive,ja
健康,positive,ja
健康長寿,positive,ja
健康美,positive,ja
健在,positive,ja
健在ぶり,positive,ja
健勝,positive,ja
健全,positive,ja
健全育成,positive,ja
健全化,positive,ja
健全性,positive,ja
健闘,positive,ja
健筆,positive,ja
剣豪,positive,ja
堅固,positive,ja
堅実,positive,ja
堅調,positive,ja
堅牢,positive,ja
堅牢性,positive,ja
懸賞,positive,ja
権威,positive,ja
権益,positive,ja
権限,positive,ja
権勢,positive,ja
権利,positive,ja
権力,positive,ja
研究成果,positive,ja
研究能力,positive,ja
研究費,positive,ja
見どころ,positive,ja
見やすさ,positive,ja
見易さ,positive,ja
見応え,positive,ja
見巧者,positive,ja
見事,positive,ja
見識,positive,ja
見所,positive,ja
見物,positive,ja
見返り,positive,ja
謙虚,positive,ja
謙虚さ,positive,ja
賢さ,positive,ja
賢者,positive,ja
賢俊,positive,ja
賢女,positive,ja
賢人,positive,ja
賢哲,positive,ja
賢明,positive,ja
験,positive,ja
元気,positive,ja
元気さ,positive,ja
厳密さ,positive,ja
源泉,positive,ja
玄人,positive,ja
現金,positive,ja
現金収入,positive,ja
現実感,positive,ja
現実感覚,positive,ja
現実性,positive,ja
現実味,positive,ja
現世利益,positive,ja
言い分,positive,ja
言うもおろか,positive,ja
言わずもがな,positive,ja
言語感覚,positive,ja
言語能力,positive,ja
個性,positive,ja
古つわもの,positive,ja
古豪,positive,ja
誇り,positive,ja
雇用創出,positive,ja
顧客,positive,ja
顧客満足,positive,ja
五穀豊穣,positive,ja
互換性,positive,ja
娯楽,positive,ja
娯楽性,positive,ja
後ろ盾,positive,ja
後援,positive,ja
後押し,positive,ja
御の字,positive,ja
御機嫌,positive,ja
御言葉,positive,ja
御支援,positive,ja
御神火,positive,ja
御利益,positive,ja
悟り,positive,ja
悟性,positive,ja
語学力,positive,ja
語彙力,positive,ja
交じらい,positive,ja
交わり,positive,ja
交誼,positive,ja
交通安全,positive,ja
交友,positive,ja
交遊,positive,ja
交流,positive,ja
光,positive,ja
光栄,positive,ja
光沢,positive,ja
光明,positive,ja
光量,positive,ja
公益,positive,ja
公益性,positive,ja
公共心,positive,ja
公共性,positive,ja
公衆衛生,positive,ja
公正,positive,ja
公正さ,positive,ja
公徳,positive,ja
公平,positive,ja
公平さ,positive,ja
公平性,positive,ja
公明,positive,ja
公明正大,positive,ja
功,positive,ja
功績,positive,ja
功徳,positive,ja
効き目,positive,ja
効果,positive,ja
効果的,positive,ja
効験,positive,ja
効能,positive,ja
効用,positive,ja
効率,positive,ja
効率性,positive,ja
効力,positive,ja
厚意,positive,ja
厚誼,positive,ja
厚志,positive,ja
厚情,positive,ja
厚生,positive,ja
厚生年金,positive,ja
口腹,positive,ja
向上,positive,ja
向上心,positive,ja
向心力,positive,ja
好き,positive,ja
好み,positive,ja
好意,positive,ja
好印象,positive,ja
好運,positive,ja
好学,positive,ja
好感,positive,ja
好感度,positive,ja
好奇,positive,ja
好奇心,positive,ja
好機,positive,ja
好誼,positive,ja
好況,positive,ja
好景気,positive,ja
好結果,positive,ja
好個,positive,ja
好事,positive,ja
好人物,positive,ja
好成績,positive,ja
好打,positive,ja
好男子,positive,ja
好調,positive,ja
好調さ,positive,ja
好敵手,positive,ja
好転,positive,ja
好都合,positive,ja
好投,positive,ja
好評,positive,ja
好捕,positive,ja
好味,positive,ja
孝行,positive,ja
孝養,positive,ja
工賃,positive,ja
巧み,positive,ja
巧者,positive,ja
巧打,positive,ja
巧妙,positive,ja
幸,positive,ja
幸い,positive,ja
幸せ,positive,ja
幸せ・仕合わせ,positive,ja
幸せ感,positive,ja
幸運,positive,ja
幸運・好運,positive,ja
幸甚,positive,ja
幸福,positive,ja
幸福感,positive,ja
広がり,positive,ja
広さ,positive,ja
広め,positive,ja
抗張力,positive,ja
控え目,positive,ja
攻め,positive,ja
攻撃力,positive,ja
更新意欲,positive,ja
更生,positive,ja
構成力,positive,ja
構想力,positive,ja
洪恩,positive,ja
皇帝,positive,ja
硬派,positive,ja
行動力,positive,ja
講師,positive,ja
貢献,positive,ja
購入意欲,positive,ja
購買意欲,positive,ja
購買力,positive,ja
酵素,positive,ja
香り,positive,ja
高恩,positive,ja
高恩・洪恩,positive,ja
高音質,positive,ja
高価,positive,ja
高可用性,positive,ja
高画質,positive,ja
高機能,positive,ja
高誼,positive,ja
高級,positive,ja
高級感,positive,ja
高給,positive,ja
高効率化,positive,ja
高校生活,positive,ja
高信号,positive,ja
高性能,positive,ja
高精度,positive,ja
高僧,positive,ja
高速,positive,ja
高速性,positive,ja
高点,positive,ja
高度,positive,ja
高度医療,positive,ja
高等,positive,ja
高得点,positive,ja
高徳,positive,ja
高庇,positive,ja
高評,positive,ja
高品質,positive,ja
高率,positive,ja
剛,positive,ja
剛の者,positive,ja
剛球,positive,ja
剛球・豪球,positive,ja
剛強,positive,ja
剛性,positive,ja
剛直,positive,ja
合格,positive,ja
合格者,positive,ja
合格者数,positive,ja
合理,positive,ja
合理性,positive,ja
合理的,positive,ja
豪華,positive,ja
豪華さ,positive,ja
豪華キャスト,positive,ja
豪華賞品,positive,ja
豪快,positive,ja
豪球,positive,ja
豪傑,positive,ja
豪速球,positive,ja
克服,positive,ja
国運,positive,ja
国益,positive,ja
国交,positive,ja
国際競争力,positive,ja
国際交流,positive,ja
国際人,positive,ja
国際性,positive,ja
国際的視野,positive,ja
国力,positive,ja
黒字,positive,ja
骨董,positive,ja
婚約,positive,ja
懇意,positive,ja
懇志,positive,ja
懇情,positive,ja
懇親,positive,ja
根気,positive,ja
根拠,positive,ja
根強さ,positive,ja
根性,positive,ja
混じり,positive,ja
魂,positive,ja
左うちわ,positive,ja
砂金,positive,ja
再起,positive,ja
再興,positive,ja
再現性,positive,ja
再生,positive,ja
再生能力,positive,ja
再選,positive,ja
再燃,positive,ja
最愛,positive,ja
最強,positive,ja
最高,positive,ja
最高記録,positive,ja
最高得点,positive,ja
最新,positive,ja
最盛,positive,ja
最善,positive,ja
最大限,positive,ja
最適,positive,ja
最適化,positive,ja
最良,positive,ja
彩り,positive,ja
才,positive,ja
才気,positive,ja
才子,positive,ja
才俊,positive,ja
才女,positive,ja
才色兼備,positive,ja
才人,positive,ja
才知,positive,ja
才能,positive,ja
才媛,positive,ja
才物,positive,ja
才力,positive,ja
採用,positive,ja
採用数,positive,ja
採用枠,positive,ja
済度,positive,ja
祭日,positive,ja
細やか,positive,ja
細身,positive,ja
在宅医療,positive,ja
財源,positive,ja
財政再建,positive,ja
財政支援,positive,ja
財政措置,positive,ja
財政力,positive,ja
財宝,positive,ja
財力,positive,ja
冴え,positive,ja
作り,positive,ja
作業効率,positive,ja
殺菌,positive,ja
三景,positive,ja
三国一,positive,ja
三嘆,positive,ja
三哲,positive,ja
参加者,positive,ja
参会,positive,ja
山紫水明,positive,ja
散策,positive,ja
散歩,positive,ja
産業,positive,ja
賛意,positive,ja
賛仰,positive,ja
賛辞,positive,ja
賛助,positive,ja
賛嘆,positive,ja
賛同,positive,ja
賛美,positive,ja
斬新さ,positive,ja
残暑見舞い,positive,ja
仕合わせ,positive,ja
使い勝手,positive,ja
使用頻度,positive,ja
使用量,positive,ja
史実,positive,ja
四恩,positive,ja
四季折々,positive,ja
四聖,positive,ja
士気,positive,ja
始まり,positive,ja
子育て支援,positive,ja
子供らしさ,positive,ja
子守歌,positive,ja
子種,positive,ja
子孫繁栄,positive,ja
市場シェア,positive,ja
師恩,positive,ja
師匠,positive,ja
志,positive,ja
志気,positive,ja
志操,positive,ja
思いやり,positive,ja
思い出,positive,ja
思い切り,positive,ja
思考能力,positive,ja
思考力,positive,ja
指針,positive,ja
指導者,positive,ja
指導力,positive,ja
支え,positive,ja
支援,positive,ja
支援体制,positive,ja
支給,positive,ja
支持,positive,ja
支配権,positive,ja
支配力,positive,ja
旨さ,positive,ja
旨み,positive,ja
旨味,positive,ja
獅子奮迅,positive,ja
私徳,positive,ja
至れり尽くせり,positive,ja
至極,positive,ja
至芸,positive,ja
至上,positive,ja
至情,positive,ja
至福,positive,ja
至妙,positive,ja
視野,positive,ja
視力,positive,ja
詩興,positive,ja
詩情,positive,ja
資金,positive,ja
資金援助,positive,ja
資金需要,positive,ja
資源,positive,ja
資産,positive,ja
資質,positive,ja
資本,positive,ja
資本力,positive,ja
資力,positive,ja
歯ごたえ,positive,ja
事細か,positive,ja
事実,positive,ja
慈しみ,positive,ja
慈愛,positive,ja
慈悲,positive,ja
慈悲深さ,positive,ja
持ち金,positive,ja
持ち味,positive,ja
持久力,positive,ja
持続,positive,ja
持続性,positive,ja
時事ネタ,positive,ja
次善,positive,ja
治安,positive,ja
治癒,positive,ja
治療効果,positive,ja
自意識,positive,ja
自家撞着,positive,ja
自我,positive,ja
自覚,positive,ja
自覚症状,positive,ja
自彊,positive,ja
自己管理能力,positive,ja
自己教育力,positive,ja
自己決定権,positive,ja
自己決定能力,positive,ja
自己治癒力,positive,ja
自己表現力,positive,ja
自在,positive,ja
自治権,positive,ja
自室,positive,ja
自主,positive,ja
自主財源,positive,ja
自主性,positive,ja
自主性自律性,positive,ja
自重,positive,ja
自信,positive,ja
自然光,positive,ja
自然治癒力,positive,ja
自然食,positive,ja
自然体,positive,ja
自然淘汰,positive,ja
自尊心,positive,ja
自発性,positive,ja
自負心,positive,ja
自分らしさ,positive,ja
自明,positive,ja
自由,positive,ja
自由自在,positive,ja
自由度,positive,ja
自律性,positive,ja
自立,positive,ja
自立心,positive,ja
自立性,positive,ja
識字力,positive,ja
識別力,positive,ja
失業給付,positive,ja
疾走感,positive,ja
疾風,positive,ja
質,positive,ja
質感,positive,ja
質実,positive,ja
質的向上,positive,ja
質朴,positive,ja
実,positive,ja
実り,positive,ja
実益,positive,ja
実現,positive,ja
実効,positive,ja
実効性,positive,ja
実行速度,positive,ja
実行力,positive,ja
実績,positive,ja
実践力,positive,ja
実務能力,positive,ja
実用性,positive,ja
実利,positive,ja
実力,positive,ja
実力者,positive,ja
実力主義,positive,ja
実力派,positive,ja
実例,positive,ja
実話,positive,ja
煮汁,positive,ja
社会性,positive,ja
社会正義,positive,ja
社会的合意,positive,ja
社会的地位,positive,ja
社会的評価,positive,ja
謝意,positive,ja
謝恩,positive,ja
謝礼,positive,ja
釈迦,positive,ja
若々しさ,positive,ja
若さ,positive,ja
若者,positive,ja
若返り,positive,ja
主恩,positive,ja
主従関係,positive,ja
主神,positive,ja
主題歌,positive,ja
取り柄,positive,ja
取締役,positive,ja
守備力,positive,ja
手がかり,positive,ja
手ごたえ,positive,ja
手だれ,positive,ja
手掛かり,positive,ja
手軽,positive,ja
手軽さ,positive,ja
手頃,positive,ja
手助け,positive,ja
手造り,positive,ja
手段,positive,ja
手柄,positive,ja
手利き,positive,ja
手練,positive,ja
手腕,positive,ja
殊勝,positive,ja
趣,positive,ja
趣き,positive,ja
趣向,positive,ja
受給,positive,ja
受賞,positive,ja
受領,positive,ja
寿,positive,ja
授賞式,positive,ja
需給,positive,ja
需要,positive,ja
収益,positive,ja
収益性,positive,ja
収益力,positive,ja
収穫,positive,ja
収穫期,positive,ja
収穫祭,positive,ja
収入,positive,ja
収攬,positive,ja
周到,positive,ja
周密,positive,ja
修好,positive,ja
修好・修交,positive,ja
修士,positive,ja
秀,positive,ja
秀逸,positive,ja
秀才,positive,ja
秀作,positive,ja
秀抜,positive,ja
秀美,positive,ja
習得,positive,ja
集中力,positive,ja
充実,positive,ja
充実感,positive,ja
充足,positive,ja
十全,positive,ja
十二分,positive,ja
十分,positive,ja
従順,positive,ja
従順・柔順,positive,ja
柔らかさ,positive,ja
柔順,positive,ja
柔軟,positive,ja
柔軟さ,positive,ja
柔軟性,positive,ja
柔和,positive,ja
渋さ,positive,ja
渋め,positive,ja
重恩,positive,ja
重厚,positive,ja
重厚さ,positive,ja
重重,positive,ja
重点化,positive,ja
重宝,positive,ja
重宝・調法,positive,ja
重量感,positive,ja
夙成,positive,ja
淑徳,positive,ja
祝い,positive,ja
祝意,positive,ja
祝賀,positive,ja
祝儀,positive,ja
祝言,positive,ja
祝辞,positive,ja
祝勝,positive,ja
祝福,positive,ja
熟練,positive,ja
熟練者,positive,ja
出荷量,positive,ja
出会い,positive,ja
出資,positive,ja
出色,positive,ja
出世,positive,ja
出世作,positive,ja
出番,positive,ja
出来,positive,ja
出藍の誉れ,positive,ja
俊,positive,ja
俊英,positive,ja
俊傑,positive,ja
俊才,positive,ja
俊才・駿才,positive,ja
俊秀,positive,ja
俊足,positive,ja
春,positive,ja
春らしさ,positive,ja
春風駘蕩,positive,ja
瞬発力,positive,ja
駿才,positive,ja
旬,positive,ja
準優勝,positive,ja
潤い,positive,ja
潤滑,positive,ja
潤沢,positive,ja
純愛,positive,ja
純潔,positive,ja
純情,positive,ja
純真,positive,ja
純真無垢,positive,ja
純粋,positive,ja
純粋さ,positive,ja
純正,positive,ja
純朴,positive,ja
遵守,positive,ja
醇美,positive,ja
順調,positive,ja
順良,positive,ja
処理速度,positive,ja
処理能力,positive,ja
初々しさ,positive,ja
初勝利,positive,ja
初体験,positive,ja
初恋,positive,ja
所持金,positive,ja
所得,positive,ja
所領,positive,ja
書き込み数,positive,ja
書き味,positive,ja
助け,positive,ja
助け船,positive,ja
助成金,positive,ja
叙情性,positive,ja
女の子らしさ,positive,ja
女らしさ,positive,ja
女傑,positive,ja
女性らしさ,positive,ja
女冥利,positive,ja
勝ち,positive,ja
勝ち越し,positive,ja
勝ち残り,positive,ja
勝ち戦,positive,ja
勝運,positive,ja
勝機,positive,ja
勝者,positive,ja
勝負強さ,positive,ja
勝報,positive,ja
勝利,positive,ja
勝率,positive,ja
匠,positive,ja
商運,positive,ja
商況,positive,ja
商取引,positive,ja
商売繁盛,positive,ja
商品価値,positive,ja
商品券,positive,ja
奨励金,positive,ja
奨励賞,positive,ja
将軍,positive,ja
将来,positive,ja
将来性,positive,ja
小技,positive,ja
小型,positive,ja
小型軽量,positive,ja
小遣い,positive,ja
招待券,positive,ja
掌握,positive,ja
昇進,positive,ja
焼きたて,positive,ja
省エネ,positive,ja
省エネルギー,positive,ja
省スペース,positive,ja
省スペース性,positive,ja
称号,positive,ja
称賛,positive,ja
称美,positive,ja
称揚,positive,ja
称揚・賞揚,positive,ja
笑い,positive,ja
笑い顔,positive,ja
笑い事,positive,ja
笑い声,positive,ja
笑み,positive,ja
笑顔,positive,ja
笑声,positive,ja
賞,positive,ja
賞金,positive,ja
賞賛,positive,ja
賞賛・称賛,positive,ja
賞状,positive,ja
賞美,positive,ja
賞美・称美,positive,ja
賞品,positive,ja
賞揚,positive,ja
鍾愛,positive,ja
障害基礎年金,positive,ja
上の上,positive,ja
上り調子,positive,ja
上機嫌,positive,ja
上向き,positive,ja
上作,positive,ja
上質,positive,ja
上質感,positive,ja
上手,positive,ja
上手さ,positive,ja
上達,positive,ja
上品,positive,ja
上品さ,positive,ja
丈夫,positive,ja
丈夫さ,positive,ja
常識,positive,ja
常識的,positive,ja
常勝,positive,ja
情,positive,ja
情愛,positive,ja
情感,positive,ja
情誼,positive,ja
情合い,positive,ja
情緒,positive,ja
情熱,positive,ja
情報,positive,ja
情報活用能力,positive,ja
情報処理能力,positive,ja
情報満載,positive,ja
条理,positive,ja
浄財,positive,ja
浄土,positive,ja
職業能力,positive,ja
職人,positive,ja
職人芸,positive,ja
色っぽさ,positive,ja
色感,positive,ja
色気,positive,ja
色彩,positive,ja
色彩感覚,positive,ja
色女,positive,ja
色鮮やか,positive,ja
色男,positive,ja
色調,positive,ja
食い気,positive,ja
食べもの,positive,ja
食感,positive,ja
食思,positive,ja
食通,positive,ja
食道楽,positive,ja
食欲,positive,ja
伸びやか,positive,ja
信,positive,ja
信義,positive,ja
信仰心,positive,ja
信実,positive,ja
信心,positive,ja
信念,positive,ja
信奉,positive,ja
信望,positive,ja
信用,positive,ja
信用,positive,ja
信頼,positive,ja
信頼回復,positive,ja
信頼感,positive,ja
信頼関係,positive,ja
信頼性,positive,ja
信憑,positive,ja
信憑性,positive,ja
審美眼,positive,ja
心意気,positive,ja
心強さ,positive,ja
心遣い,positive,ja
心構え,positive,ja
心祝い,positive,ja
心尽くし,positive,ja
心待ち,positive,ja
心地よさ,positive,ja
心地良さ,positive,ja
心配り,positive,ja
心服,positive,ja
慎重さ,positive,ja
振興,positive,ja
新しさ,positive,ja
新鋭,positive,ja
新歓,positive,ja
新規性,positive,ja
新車,positive,ja
新鮮,positive,ja
新鮮さ,positive,ja
新鮮味,positive,ja
新築祝い,positive,ja
新陳代謝,positive,ja
新品,positive,ja
新味,positive,ja
新緑,positive,ja
森林浴,positive,ja
深謝,positive,ja
深甚,positive,ja
真,positive,ja
真価,positive,ja
真剣,positive,ja
真骨頂,positive,ja
真作,positive,ja
真実,positive,ja
真実性,positive,ja
真実味,positive,ja
真情,positive,ja
真心,positive,ja
真髄,positive,ja
真善美,positive,ja
真打ち,positive,ja
真直ぐ,positive,ja
真面目,positive,ja
真理,positive,ja
神々しさ,positive,ja
神格,positive,ja
神器,positive,ja
神助,positive,ja
神性,positive,ja
神速,positive,ja
神智,positive,ja
神通力,positive,ja
神徳,positive,ja
神秘,positive,ja
神秘性,positive,ja
神品,positive,ja
神妙,positive,ja
神明,positive,ja
臣節,positive,ja
親しさ,positive,ja
親しみ,positive,ja
親の恩,positive,ja
親ぼく,positive,ja
親愛,positive,ja
親衛,positive,ja
親近感,positive,ja
親孝行,positive,ja
親心,positive,ja
親身,positive,ja
親切,positive,ja
親切さ,positive,ja
親善,positive,ja
親睦,positive,ja
親密,positive,ja
親密さ,positive,ja
親密感,positive,ja
親友,positive,ja
親類付き合い,positive,ja
親和,positive,ja
診療報酬,positive,ja
身だしなみ,positive,ja
身軽,positive,ja
身状,positive,ja
身方,positive,ja
身命,positive,ja
進運,positive,ja
進化,positive,ja
進捗,positive,ja
進展,positive,ja
進歩,positive,ja
進歩性,positive,ja
人員,positive,ja
人格,positive,ja
人間らしさ,positive,ja
人間性,positive,ja
人間的魅力,positive,ja
人間味,positive,ja
人間力,positive,ja
人気,positive,ja
人気者,positive,ja
人気商品,positive,ja
人傑,positive,ja
人権,positive,ja
人交わり,positive,ja
人妻,positive,ja
人擦れ,positive,ja
人手,positive,ja
人情,positive,ja
人情味,positive,ja
人生,positive,ja
人徳,positive,ja
人付き合い,positive,ja
人望,positive,ja
人命,positive,ja
人類愛,positive,ja
仁,positive,ja
仁愛,positive,ja
仁義,positive,ja
仁恵,positive,ja
仁慈,positive,ja
仁者,positive,ja
仁恕,positive,ja
仁徳,positive,ja
迅速,positive,ja
靭性,positive,ja
推賞・推称,positive,ja
推薦,positive,ja
推薦状,positive,ja
推力,positive,ja
水入らず,positive,ja
粋,positive,ja
随一,positive,ja
随喜,positive,ja
崇,positive,ja
崇敬,positive,ja
崇拝,positive,ja
寸志,positive,ja
世界一,positive,ja
世界一周,positive,ja
世界新,positive,ja
世界進出,positive,ja
世界平和,positive,ja
世評,positive,ja
凄艶,positive,ja
制球力,positive,ja
制覇,positive,ja
勢い,positive,ja
勢力,positive,ja
性根,positive,ja
性能,positive,ja
成果,positive,ja
成業,positive,ja
成功,positive,ja
成功者,positive,ja
成功体験,positive,ja
成功報酬,positive,ja
成就,positive,ja
成就感,positive,ja
成熟,positive,ja
成熟期,positive,ja
成績,positive,ja
成長,positive,ja
成長ぶり,positive,ja
成長性,positive,ja
成長力,positive,ja
成仏,positive,ja
整合性,positive,ja
整備充実,positive,ja
星空,positive,ja
晴れやか,positive,ja
晴れ晴れ,positive,ja
晴天,positive,ja
正,positive,ja
正しさ,positive,ja
正解,positive,ja
正確,positive,ja
正確さ,positive,ja
正確性,positive,ja
正規,positive,ja
正義,positive,ja
正義感,positive,ja
正月気分,positive,ja
正常,positive,ja
正調,positive,ja
正直,positive,ja
正当,positive,ja
正当性,positive,ja
正統,positive,ja
正統性,positive,ja
正銘,positive,ja
正論,positive,ja
清々しさ,positive,ja
清らか,positive,ja
清潔,positive,ja
清潔さ,positive,ja
清潔感,positive,ja
清純,positive,ja
清祥,positive,ja
清浄無垢,positive,ja
清水,positive,ja
清澄,positive,ja
清清,positive,ja
清楚,positive,ja
清貧,positive,ja
清流,positive,ja
清涼感,positive,ja
清冽,positive,ja
生きがい,positive,ja
生き甲斐,positive,ja
生き残り,positive,ja
生き仏,positive,ja
生き返り,positive,ja
生まれ変わり,positive,ja
生涯現役,positive,ja
生活費,positive,ja
生活保護,positive,ja
生活力,positive,ja
生還,positive,ja
生気,positive,ja
生彩,positive,ja
生産意欲,positive,ja
生産効率,positive,ja
生産性,positive,ja
生産能力,positive,ja
生産量,positive,ja
生産力,positive,ja
生殖機能,positive,ja
生存,positive,ja
生存者,positive,ja
生長,positive,ja
生徒たち,positive,ja
生命,positive,ja
生命力,positive,ja
生命倫理,positive,ja
盛り,positive,ja
盛りだくさん,positive,ja
盛り上がり,positive,ja
盛ん,positive,ja
盛運,positive,ja
盛況,positive,ja
盛者,positive,ja
盛大,positive,ja
精鋭,positive,ja
精華,positive,ja
精確,positive,ja
精気,positive,ja
精強,positive,ja
精巧,positive,ja
精神性,positive,ja
精神力,positive,ja
精進,positive,ja
精美,positive,ja
精密,positive,ja
精密さ,positive,ja
精妙,positive,ja
精力,positive,ja
精力絶倫,positive,ja
精力的,positive,ja
精励,positive,ja
精霊,positive,ja
精悍さ,positive,ja
精緻,positive,ja
聖,positive,ja
聖恩,positive,ja
聖賢,positive,ja
聖徳,positive,ja
聖母マリア,positive,ja
聖霊,positive,ja
声援,positive,ja
西哲,positive,ja
誠,positive,ja
誠意,positive,ja
誠実,positive,ja
誠実さ,positive,ja
青空,positive,ja
青春,positive,ja
静,positive,ja
静かさ,positive,ja
静けさ,positive,ja
静穏,positive,ja
静粛性,positive,ja
税収,positive,ja
税収入,positive,ja
積極的,positive,ja
責任感,positive,ja
赤い羽根,positive,ja
切れ者,positive,ja
切れ味,positive,ja
接着性,positive,ja
接点,positive,ja
折り合い,positive,ja
折り紙,positive,ja
折り紙付き,positive,ja
設備,positive,ja
節義,positive,ja
節操,positive,ja
節度,positive,ja
説得力,positive,ja
絶佳,positive,ja
絶景,positive,ja
絶好,positive,ja
絶好調,positive,ja
絶賛,positive,ja
絶勝,positive,ja
絶対音感,positive,ja
絶頂,positive,ja
絶美,positive,ja
絶妙,positive,ja
絶倫,positive,ja
舌鼓,positive,ja
先覚者,positive,ja
先駆者,positive,ja
先見,positive,ja
先見の明,positive,ja
先見性,positive,ja
先賢,positive,ja
先勝,positive,ja
先進性,positive,ja
先制ゴール,positive,ja
先制点,positive,ja
先哲,positive,ja
千人力,positive,ja
専門,positive,ja
専門医,positive,ja
専門性,positive,ja
専門知識,positive,ja
専門的知識,positive,ja
専門的能力,positive,ja
専門能力,positive,ja
戦意,positive,ja
戦果,positive,ja
戦功,positive,ja
戦勝,positive,ja
戦績,positive,ja
戦闘能力,positive,ja
戦闘力,positive,ja
